title,authors,doi,year,journal,url,source_file
A Survey on Human-AI Teaming with Large Pre-Trained Models,"Aggarwal, Riya; Davis, James; Ding, Lei; Gandamani, Devanathan Nallur; Ghosalkar, Rohan; Grinnell, Nathan; Ho, Richard; Hussain, Nafisa; Liu, Li; Liu, Minghao; Malreddy, Sai Venkat; Mehta, Jay; Nizam, Marzia Binta; Prasad, Mohnish Sai; Ravichandran, Kesav; Shen, Celeste; Shen, Rachel; Tang, Xinyi; Titterton, Vincent; Vats, Vanshika; Wang, Ziyuan; Xu, Yanwen; Zhong, Sijia",,,,,sources/4.1.7-core-dynamic-results/session-11/dynamic_step_0/initial_primary_2_results_20250603_092139.json
A Theoretical Open Architecture Framework and Technology Stack for Digital Twins in Energy Sector Applications,,10.3390/en16134853,,,https://doi.org/10.3390/en16134853,sources/4.3.1-elicit-results/papers_needing_urls.csv
A Training Program to Develop Concepts and Skills Related to Occupational Health and Safety Issues for Workers in Photovoltaic Power Plants,,10.21608/psjer.2023.186840.1015,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/A_Training_Program_to_Develop_Concepts_and_Skills_Related_to_Occupational_Health_and_Safety_Issues_for_Workers_in_Photovoltaic_Power_Plants_analysis.json
A communication protocol for interactively controlling software tools,"Wulp, van der, J.",,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_secondary_1_results_20250603_094333.json
A comprehensive review of the dynamic applications of the digital twin technology across diverse energy sectors,,10.1016/j.esr.2024.101334,,,https://doi.org/10.1016/j.esr.2024.101334,sources/4.3.1-elicit-results/papers_needing_urls.csv
A coupled modeling framework for sustainable watershed management in transboundary river basins,"Khan, Hassaan Furqan; Ringler, Claudia; Xie, Hua; Yang, Y. C. Ethan",10.5194/hess-21-6275-2017,,,,sources/4.1.7-core-dynamic-results/session-15/dynamic_step_0/initial_primary_3_results_20250603_095106.json
A formal methodology for acquiring and representing expert knowledge,,10.1109/PROC.1986.13643,,,https://doi.org/10.1109/PROC.1986.13643,sources/4.3.1-elicit-results/papers_needing_urls.csv
A framework for a comprehensive mobile data acquisition setting for the assessment of Urban Heat Island phenomenon,"Doree, Andre; Pena Acosta, M.; Santos, Joao; Vahdatikhaki, Faridaddin",10.22260/isarc2022/0003,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_tertiary_1_results_20250603_094422.json
A methodology for energy efficiency redesign of smart production systems,Alessandra Papetti; Marta Rossi; Michele Germani; Roberto Menghi,10.1016/j.procir.2020.02.182,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_tertiary_8_results_20250603_091847.json
A review of architectures and concepts for intelligence in future electric energy system,"Andrén, Filip; Buccella, Concettina; Cecati, Carlo; Kathan, Johannes; Leitão, Paulo; Mařík, Vladimír A.; Siano, Pierluigi; Strasser, Thomas; Vrba, Pavel; Vyatkin, Valeriy; Zhabelova, Gulnara",10.1109/tie.2014.2361486,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_secondary_2_results_20250603_094342.json
"A survey on smart grid communication infrastructures: Motivations, requirements and challenges","Qian, Y; Sharif, H; Tipper, D; Yan, Y",10.1109/surv.2012.021312.00034,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_primary_0_results_20250603_091744.json
A systematic review of human-AI interaction in autonomous ship systems,,10.1016/j.ssci.2022.105778,,,https://doi.org/10.1016/j.ssci.2022.105778,sources/4.3.1-elicit-results/papers_needing_urls.csv
AI Alignment: A Comprehensive Survey,"Chen, Boyuan; Dai, Juntao; Duan, Yawen; Fu, Jie; Gao, Wen; Guo, Yike; He, Zhonghao; Ji, Jiaming; Lei, Yingshan; Lou, Hantao; McAleer, Stephen; Ng, Kwan Yee; O'Gara, Aidan; Pan, Xuehai; Qiu, Tianyi; Tse, Brian; Wang, Kaile; Wang, Yizhou; Xu, Hua; Yang, Yaodong; Zeng, Fanzhi; Zhang, Borong; Zhang, Zhaowei; Zhou, Jiayi; Zhu, Song-Chun",,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_primary_2_results_20250603_094240.json
ANALISIS_HUMAN_RELIABILITY_PADA_OPERATOR_BAGIAN_MAINTENANCE_MESIN_2_DENGAN_METODE_HUMAN_ERROR_ASSESS,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/ANALISIS_HUMAN_RELIABILITY_PADA_OPERATOR_BAGIAN_MAINTENANCE_MESIN_2_DENGAN_METODE_HUMAN_ERROR_ASSESS_analysis.json
ANSR-DT: An Adaptive Neuro-Symbolic Learning and Reasoning Framework for Digital Twins,,-,,,https://doi.org/-,sources/4.3.1-elicit-results/papers_needing_urls.csv
A_Human-Machine_Reinforcement_Learning_Method_for_Cooperative_Energy_Management,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/A_Human-Machine_Reinforcement_Learning_Method_for_Cooperative_Energy_Management_analysis.json
A_New_Model_for_IndustryUniversity_Partnerships,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/A_New_Model_for_IndustryUniversity_Partnerships_analysis.json
A_Review_on_the_Effectiveness_of_Safety_Training_Methods_for_Malaysia_Construction_Industry,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/A_Review_on_the_Effectiveness_of_Safety_Training_Methods_for_Malaysia_Construction_Industry_analysis.json
A_cross-sectional_survey_of_musculoskeletal_disorder_hazard_exposures_and_self-reported_discomfort_a,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.1-applied-human-factors/A_cross-sectional_survey_of_musculoskeletal_disorder_hazard_exposures_and_self-reported_discomfort_a_analysis.json
Active Work Zone Safety: Preventing Accidents Using Intrusion Sensing Technologies,,10.3389/fbuil.2019.00021,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/Active_Work_Zone_Safety__Preventing_Accidents_Using_Intrusion_Sensing_Technologies_analysis.json
Adaptive MAC Protocols Using Memory for Networks with Critical Traffic,"Park, Jaeok; van der Schaar, Mihaela",10.1109/tsp.2010.2094613,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_secondary_6_results_20250603_091835.json
Addressing the Limitations of Protocol Analysis in the Study of Complex Human Behavior,,-,,,https://doi.org/-,sources/4.3.1-elicit-results/papers_needing_urls.csv
Advancing urban energy system planning and modeling approaches: Gaps and solutions in perspective,,10.1016/j.rser.2020.110607,,,https://doi.org/10.1016/j.rser.2020.110607,sources/4.3.1-elicit-results/papers_needing_urls.csv
Advancing_safety_in_short-term_utility_work_zones-_Assessing_the_role_of_work_zone_intrusion_alert_t,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/Advancing_safety_in_short-term_utility_work_zones-_Assessing_the_role_of_work_zone_intrusion_alert_t_analysis.json
Agarwal2024_PREDICTIVE_MAINTENANCE_UNLEASHING_APPLICATIONS_OF_MACHINE_LEARNING_A_COMPREHENSIVE_EXPLO,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Agarwal2024_PREDICTIVE_MAINTENANCE_UNLEASHING_APPLICATIONS_OF_MACHINE_LEARNING_A_COMPREHENSIVE_EXPLO_analysis.json
Agent Technology: Computing as Interaction (A Roadmap for Agent Based Computing),"Luck, M; McBurney, P; Shehory, O; Willmott, S",,,,,sources/4.1.7-core-dynamic-results/session-11/dynamic_step_0/initial_primary_2_results_20250603_092139.json
Agent-Based Modelling of Urban District Energy System Decarbonisation – A Systematic Literature Review,,10.20944/preprints202112.0121.v1,,,https://doi.org/10.20944/preprints202112.0121.v1,sources/4.3.1-elicit-results/papers_needing_urls.csv
"Agent-based modeling: Insights into consumer behavior, urban dynamics, grid management, and market interactions","Bordin, Chiara; Egner, Lars Even; Hellemo, Lars; Jaehnert, Stefan; Mishra, Sambeet; Petersen, Sobah Abbas; Signer, Tim; Silva, Thiago Lima; Zimmermann, Florian",10.5445/ir/1000178670,,,,sources/4.1.7-core-dynamic-results/session-15/dynamic_step_1/dynamic_s1_g2_results_20250603_095401.json
Agent-based power management of microgrids including renewable energy power generation,,10.1109/PES.2011.6039390,,,https://doi.org/10.1109/PES.2011.6039390,sources/4.3.1-elicit-results/papers_needing_urls.csv
Agents and robots for reliable engineered autonomy: A perspective from the organisers of area 2020,"Menghi, Claudio",10.3390/jsan10020033,,,,sources/4.1.7-core-dynamic-results/session-11/dynamic_step_0/initial_primary_2_results_20250603_092139.json
Algorithms for advance bandwidth reservation in media production networks,"Barshan, Maryam; De Turck, Filip; Famaey, Jeroen; Moens, Hendrik",10.1109/inm.2015.7140291,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_primary_0_results_20250603_091744.json
Alharran2023_The_Survey_And_Perspective_Of_Human_Factors_Associated_With_Maintenance_Activity,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/Alharran2023_The_Survey_And_Perspective_Of_Human_Factors_Associated_With_Maintenance_Activity_analysis.json
Aligning Agent Communication Protocols - A Pragmatic Approach,,10.5220/0001894702000205,,,https://doi.org/10.5220/0001894702000205,sources/4.3.1-elicit-results/papers_needing_urls.csv
An Agent-Directed Digital Twin Framework for Simulation-Based Training,,10.1109/ITMS56974.2022.9937103,,,https://doi.org/10.1109/ITMS56974.2022.9937103,sources/4.3.1-elicit-results/papers_needing_urls.csv
An Architecture to Integrate Digital Twins and Machine Learning Operations,,10.1007/978-3-031-53445-4_1,,,https://doi.org/10.1007/978-3-031-53445-4_1,sources/4.3.1-elicit-results/papers_needing_urls.csv
An Assessment of PIER Electric Grid Research 2003-2014 White Paper,"Brown, Merwin; Cibulka, Lloyd; Mateer, Niall; von Meier, Alexandra",,,,,sources/4.1.7-core-dynamic-results/session-11/dynamic_step_0/initial_primary_0_results_20250603_092048.json
An Updated Review of the Solar PV Installation Workforce Literature,,10.2172/1971876,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/An_Updated_Review_of_the_Solar_PV_Installation_Workforce_Literature_analysis.json
An overview of the application of machine learning in predictive maintenance,,10.47800/pvj.2021.10-05,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/An_overview_of_the_application_of_machine_learning_in_predictive_maintenance_analysis.json
Analysing the synergies between Multi-agent Systems and Digital Twins: A systematic literature review,,10.1016/j.infsof.2024.107503,,,https://doi.org/10.1016/j.infsof.2024.107503,sources/4.3.1-elicit-results/papers_needing_urls.csv
Analysis and design of multiagent systems using MAS-CommonKADS,"Garijo Ayestaran, Mercedes; González Cristóbal, José Carlos; Iglesias Fernandez, Carlos Angel; Velasco Pérez, Juan Ramón",10.1007/bfb0026768,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_secondary_6_results_20250603_091835.json
Analysis of current middleware used in peer-to-peer and grid implementations for enhancement by catallactic mechanisms,"Chacin, Pablo; Chao, Isaac; Freitag, Felix",,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_secondary_1_results_20250603_094333.json
Analyzing Operator States and the Impact of AI-Enhanced Decision Support in Control Rooms: A Human-in-the-Loop Specialized Reinforcement Learning Framework for Intervention Strategies,Abbas A. N.; Amazu C. W.; Baldissone G.; Briwa H.; Chasparis G. C.; Demichela M.; Kelleher J. D.; Leva M. C.; Mietkiewicz J.; Perez A. A.,10.1080/10447318.2024.2391605,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_tertiary_2_results_20250603_094439.json
Application of Artificial Intelligence in Detection and Mitigation of Human Factor Errors in Nuclear Power Plants: A Review,,10.1080/00295450.2022.2067461,,,https://doi.org/10.1080/00295450.2022.2067461,sources/4.3.1-elicit-results/papers_needing_urls.csv
Artificial Intelligence and Climate Change,"Stein, Amy L.",,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_primary_4_results_20250603_091825.json
"Artificial Intelligence for Predictive Maintenance Applications: Key Components, Trustworthiness, and Future Trends",,10.3390/app14020898,,,https://doi.org/10.3390/app14020898,sources/4.3.1-elicit-results/papers_needing_urls.csv
Artificial Intelligence in Manufacturing,,10.1007/978-3-031-46452-2,,,,sources/4.1.7-core-dynamic-results/session-11/dynamic_step_0/initial_primary_2_results_20250603_092139.json
Artificial intelligence for hydrogen-enabled integrated energy systems: A systematic review,,10.1016/j.ijhydene.2024.08.013,,,https://doi.org/10.1016/j.ijhydene.2024.08.013,sources/4.3.1-elicit-results/papers_needing_urls.csv
"Artificial intelligence in construction asset management: a review of present status, challenges and future opportunities","Cecconi, Fulvio Re; Rampini, Luca",10.36680/j.itcon.2022.043,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_tertiary_1_results_20250603_094422.json
Assessment The Agricultural Student's Attitudes Towards Organic Farming (Case of Iran),"Ali, Asadi; Farid, Golzardi; Khalil, Kalantari; M. Reza, Ardakani; Shabnam, Sarvaramini",,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_secondary_5_results_20250603_091829.json
Autonomic care platform for optimizing query performance,"De Turck, Filip; Decruyenaere, Johan; Latré, Steven; Steurbaut, Kristof",10.1186/1472-6947-13-120,,,,sources/4.1.7-core-dynamic-results/session-8/dynamic_step_0/initial_tertiary_9_results_20250603_091423.json
Awolusi2019_Active_Work_Zone_Safety_Preventing_Accidents_Using_Intrusion_Sensing_Technologies,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/Awolusi2019_Active_Work_Zone_Safety_Preventing_Accidents_Using_Intrusion_Sensing_Technologies_analysis.json
Backhaus2013_Cyber-Physical_Security_A_Game_Theory_Model_of_Humans_Interacting_Over_Control_Systems,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/Backhaus2013_Cyber-Physical_Security_A_Game_Theory_Model_of_Humans_Interacting_Over_Control_Systems_analysis.json
Bandyopadhyay2019_A_Decision_Support_Tool_for_Distributed_Solar_and_Storage_Investments_A_Case_Study,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/Bandyopadhyay2019_A_Decision_Support_Tool_for_Distributed_Solar_and_Storage_Investments_A_Case_Study_analysis.json
"Beyond DERMS: Demonstration of Automated Grid Services, Mode Transition, and Resilience",,10.2172/1862821,,,,"sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/Beyond_DERMS__Demonstration_of_Automated_Grid_Services,_Mode_Transition,_and_Resilience_analysis.json"
Build_Smart_Grids_on_Artificial_Intelligence_-_A_Real-world_Example,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Build_Smart_Grids_on_Artificial_Intelligence_-_A_Real-world_Example_analysis.json
"Building a More Diverse, Equitable, and Inclusive Energy Efficiency Workforce",,10.2172/1861407,,,,"sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/Building_a_More_Diverse,_Equitable,_and_Inclusive_Energy_Efficiency_Workforce_analysis.json"
Burke2006_Relative_effectiveness_of_worker_safety_and_health_training_methods,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/Burke2006_Relative_effectiveness_of_worker_safety_and_health_training_methods_analysis.json
COMMUNITY SOLAR ENERGY PROGRAMS: A BRIGHT SPOT FOR JUST ENERGY POLICY?,"Prehoda, Emily",,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_primary_1_results_20250603_094215.json
Capturing tacit knowledge for spacecraft operations at ESOC,,-,,,https://doi.org/-,sources/4.3.1-elicit-results/papers_needing_urls.csv
Catterson2012_Practical_applications_of_multi-agent_systems_in_electric_power_systems,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Catterson2012_Practical_applications_of_multi-agent_systems_in_electric_power_systems_analysis.json
Centralized versus market-based approaches to mobile task allocation problem: State-of-the-art,"Al-Yafi, K; Lee, H",,,,,sources/4.1.7-core-dynamic-results/session-15/dynamic_step_0/initial_primary_3_results_20250603_095106.json
Challenges in Developing Digital Twins for Labor-intensive Manufacturing Systems: A Step towards Human-centricity,,10.1016/j.procs.2024.06.073,,,https://doi.org/10.1016/j.procs.2024.06.073,sources/4.3.1-elicit-results/papers_needing_urls.csv
Challenges of learning human digital twin: case study of mental wellbeing: Using sensor data and machine learning to create HDT,,10.1145/3594806.3596538,,,https://doi.org/10.1145/3594806.3596538,sources/4.3.1-elicit-results/papers_needing_urls.csv
Chapter 7 - Energy systems,"Bashmakov, I.A.; Bruckner, T.; Chum, H.; De la Vega Navarro, A.; Edmonds, J.; Faaij, A.; Fungtammasan, B.; Garg, A.; Hertwich, E.; Honnery, D.; Infield, D.; Kainuma, M.; Khennas, S.; Kim, S.; Mulugetta, Y.; Nimir, H.B.; Riahi, K.; Strachan, N.; Wiser, R.; Zhang, X.",,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_secondary_0_results_20250603_094321.json
Characterising the Digital Twin: A systematic literature review,,10.1016/j.cirpj.2020.02.002,,,https://doi.org/10.1016/j.cirpj.2020.02.002,sources/4.3.1-elicit-results/papers_needing_urls.csv
Chen2017_Supporting_Control_Room_Operators_in_Highly_Automated_Future_Power_Networks,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Chen2017_Supporting_Control_Room_Operators_in_Highly_Automated_Future_Power_Networks_analysis.json
Clinical prediction models to inform individualized decision-making in subfertile couples : a stratified medicine approach,"Bhattacharya, S.; McLernon, D.J.; Mol, B.W.J.; Steyerberg, E.W.; te Velde, E.R.",10.1093/humrep/deu173,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_secondary_5_results_20250603_091829.json
Cognitive digital twin: An approach to improve the maintenance management,,10.1016/j.cirpj.2022.06.004,,,https://doi.org/10.1016/j.cirpj.2022.06.004,sources/4.3.1-elicit-results/papers_needing_urls.csv
Commitment-based and dialogue-game-based protocols: new trends in agent communication languages,,10.1017/S0269888902000486,,,https://doi.org/10.1017/S0269888902000486,sources/4.3.1-elicit-results/papers_needing_urls.csv
Community Standards for Agent Communication,,-,,,https://doi.org/-,sources/4.3.1-elicit-results/papers_needing_urls.csv
